Time,Sample Temperature,Program Temperature,Frequency,Raw Dynamic Force,Raw Static Force,In-Phase Angle,Out-Of-Phase Angle,Zero Displacement,Min Displacement,Max Displacement,Spring Stiffness,C*,Measured Tan Delta,Corrected Total Tan Delta,Corrected Total Delta,Stiffness*,Total Stiffness',Stiffness Less Spring,Inertia,Sample Stiffness',Ratio of Sample to Total Stiffness,Total Stiffness'',Sample Stiffness'',Total Applied Static Force,Static Force,Static Force Corrected,Static Displacement,Static Displacement Corrected,Static Stress,Static Stress Corrected,Static Strain,Static Strain Corrected,Dynamic Force,Displacement Amplitude,Dynamic Stress,Dynamic Strain,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage Viscosity,Complex Viscosity,Shear Storage Modulus,Shear Loss Modulus,Complex Modulus,Shear Complex Modulus, 
0.000000,73.225000,75.000000,1.000001,0.000000,2047.000000,-739.125000,10.125000,39510298.875000,38561.125000,38605.625000,0.000042,739.194346,-0.013699,-0.026550,-0.026543,0.000000,0.000000,-2523.546865,1.850475,-2521.696390,-1362.729387,-0.000000,-1.885946,0.000000,0.035322,0.000000,0.013997,0.000000,7678.649270,0.000000,0.002333,0.000000,-0.000000,0.000036,-0.000000,0.000006,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.062489,73.100000,75.000000,1.000001,0.000000,2050.000000,-484.500000,-541.000000,39712537.250000,38718.625000,38860.750000,0.000042,726.237737,1.116615,1.088160,0.827592,0.000000,0.000000,-2518.655967,1.850475,-2516.805492,-1360.086337,0.000000,-1.882291,0.017698,0.036971,0.001649,0.007652,0.006345,8037.090602,358.441332,0.001275,0.001057,-0.000000,0.000024,-0.000000,0.000004,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.123321,73.100000,75.000000,1.000001,0.000000,2060.000000,-1340.250000,-1662.000000,40405570.750000,39166.375000,39791.250000,0.000042,2135.067695,1.240067,1.207978,0.879315,0.000000,0.000000,-2502.793831,1.850475,-2500.943356,-1351.514409,0.000000,-1.870436,0.076692,0.041425,0.006103,0.014091,0.000094,9005.328244,1326.678974,0.002349,0.000016,-0.000000,0.000067,-0.000000,0.000011,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.186151,73.100000,75.000000,1.000001,0.000000,2070.000000,-82.000000,1056.000000,41165121.250000,39937.750000,40471.125000,0.000042,1059.178927,-12.878049,-15.446229,-1.506146,0.000000,0.000000,-2487.067881,1.850475,-2485.217406,-1343.016077,-0.000000,-1.858684,0.135686,0.041373,0.006051,0.037921,0.023924,8994.145708,1315.496438,0.006320,0.003987,-0.000000,0.000003,-0.000000,0.000001,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.248487,73.100000,75.000000,1.000001,0.000000,2081.000000,-153.125000,1111.625000,41988020.375000,40617.875000,41305.750000,0.000041,1122.121832,-7.259592,-8.020407,-1.446755,0.000000,0.000000,-2472.079709,1.850475,-2470.229234,-1334.916441,-0.000000,-1.847482,0.200579,0.043012,0.007690,0.063739,0.049742,9350.373476,1671.724206,0.010623,0.008290,-0.000000,0.000007,-0.000000,0.000001,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.311316,73.100000,75.000000,1.000001,0.000000,2092.000000,-749.500000,-479.000000,42814563.750000,41496.750000,42080.625000,0.000041,889.489320,0.639093,0.621147,0.555824,0.000000,0.000000,-2459.259755,1.850475,-2457.409280,-1327.988514,0.000000,-1.837901,0.265472,0.044949,0.009627,0.089670,0.075674,9771.505404,2092.856134,0.014945,0.012612,-0.000000,0.000037,-0.000000,0.000006,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.372148,73.100000,75.000000,1.000001,0.000000,2102.000000,-1632.875000,139.375000,43571167.375000,42329.125000,42824.375000,0.000041,1638.812423,-0.085356,-0.098310,-0.097995,0.000000,0.000000,-2449.553569,1.850475,-2447.703094,-1322.743273,-0.000000,-1.830648,0.324465,0.046667,0.011345,0.113408,0.099411,10144.931066,2466.281796,0.018901,0.016569,-0.000000,0.000080,-0.000000,0.000013,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.470805,73.100000,75.000000,1.000001,0.000000,2113.000000,-35.750000,-729.500000,44379874.250000,43061.250000,43548.500000,0.000041,730.375460,20.405594,16.157348,1.508984,0.000000,0.000000,-2441.378045,1.850475,-2439.527570,-1318.325205,0.000000,-1.824538,0.389359,0.050544,0.015222,0.138780,0.124783,10987.788855,3309.139585,0.023130,0.020797,-0.000000,0.000002,-0.000000,0.000000,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.532973,73.275000,75.000000,1.000001,0.000000,2129.000000,-819.500000,447.750000,45513147.750000,43909.000000,44868.250000,0.000041,933.841696,-0.546370,-0.563169,-0.512897,0.000000,0.000000,-2433.819797,1.850475,-2431.969322,-1314.240714,-0.000000,-1.818889,0.483748,0.059448,0.024126,0.174335,0.160338,12923.493006,5244.843736,0.029056,0.026723,-0.000000,0.000040,-0.000000,0.000007,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.611804,73.487500,75.000000,1.000001,0.000000,2140.000000,-614.125000,-205.875000,46361569.375000,45068.875000,45532.125000,0.000041,647.714467,0.335233,0.321004,0.310614,0.000000,0.000000,-2431.172422,1.850475,-2429.321947,-1312.810067,0.000000,-1.816911,0.548642,0.060089,0.024767,0.200953,0.186956,13062.884596,5384.235326,0.033492,0.031159,-0.000000,0.000030,-0.000000,0.000005,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.673629,73.650000,75.000000,1.000001,0.000000,2153.000000,-383.375000,-212.875000,47282821.875000,45819.875000,46549.875000,0.000041,438.511295,0.555266,0.538578,0.494032,0.000000,0.000000,-2431.222062,1.850475,-2429.371587,-1312.836893,0.000000,-1.816948,0.625333,0.066501,0.031179,0.229857,0.215860,14456.759307,6778.110037,0.038309,0.035977,-0.000000,0.000019,-0.000000,0.000003,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.738793,73.850000,75.000000,1.000001,0.000000,2164.000000,148.500000,-845.500000,48092668.000000,46660.875000,47308.125000,0.000041,858.441903,-5.693603,-6.156762,-1.409779,0.000000,0.000000,-2433.761837,1.850475,-2431.911362,-1314.209392,-0.000000,-1.818846,0.690226,0.068974,0.033652,0.255264,0.241268,14994.247104,7315.597834,0.042544,0.040211,-0.000000,0.000007,-0.000000,0.000001,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.803956,73.987500,75.000000,1.000001,0.000000,2175.000000,-1143.000000,668.500000,48875622.500000,47462.875000,47928.125000,0.000041,1324.137927,-0.584864,-0.602235,-0.542062,0.000000,0.000000,-2438.404751,1.850475,-2436.554276,-1316.718432,-0.000000,-1.822316,0.755120,0.072784,0.037462,0.279829,0.265832,15822.584550,8143.935280,0.046638,0.044305,-0.000000,0.000056,-0.000000,0.000009,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.865621,74.100000,75.000000,1.000001,0.000000,2186.000000,-1846.375000,-76.125000,49655398.625000,48126.875000,48774.875000,0.000041,1847.943629,0.041229,0.028368,0.028361,0.000000,0.000000,-2445.120978,1.850475,-2443.270503,-1320.347893,0.000000,-1.827335,0.820013,0.075979,0.040657,0.304293,0.290296,16517.143856,8838.494586,0.050716,0.048383,-0.000000,0.000091,-0.000000,0.000015,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
