Time,Sample Temperature,Program Temperature,Frequency,Raw Dynamic Force,Raw Static Force,In-Phase Angle,Out-Of-Phase Angle,Zero Displacement,Min Displacement,Max Displacement,Spring Stiffness,C*,Measured Tan Delta,Corrected Total Tan Delta,Corrected Total Delta,Stiffness*,Total Stiffness',Stiffness Less Spring,Inertia,Sample Stiffness',Ratio of Sample to Total Stiffness,Total Stiffness'',Sample Stiffness'',Total Applied Static Force,Static Force,Static Force Corrected,Static Displacement,Static Displacement Corrected,Static Stress,Static Stress Corrected,Static Strain,Static Strain Corrected,Dynamic Force,Displacement Amplitude,Dynamic Stress,Dynamic Strain,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage Viscosity,Complex Viscosity,Shear Storage Modulus,Shear Loss Modulus,Complex Modulus,Shear Complex Modulus, 
0.000000,30.737500,30.000000,1.000001,95.000000,2216.000000,2011429.875000,38506.125000,51998012.125000,47663.875000,53843.000000,0.000041,2011798.415276,0.019144,0.006296,0.006296,2823.613021,2824.886379,347.674362,1.850475,349.524837,0.123650,17.793564,15.942246,0.996994,0.061128,0.000000,0.377790,0.000000,12128.604268,0.000000,0.062965,0.000000,0.034649,0.099234,6874.822100,0.016539,416100.996501,18978.864612,0.045611,3020.577724,66224.477958,66293.328251,154111.480186,7029.209116,416533.595993,154271.702220, 
0.121153,30.925000,30.000000,1.000001,95.000000,2216.000000,2011433.750000,38413.750000,51999515.500000,47666.250000,53846.000000,0.000041,2011800.523618,0.019098,0.006250,0.006250,2823.610062,2824.884233,347.646187,1.850475,349.496662,0.123640,17.663695,15.812358,0.996994,0.061001,0.000127,0.377837,0.000047,12103.470117,25.134151,0.062973,0.000008,0.034646,0.099234,6874.273142,0.016539,416067.454686,18824.235316,0.045243,2995.967727,66219.139617,66286.878597,154099.057291,6971.939006,416493.071592,154256.693182, 
0.242152,31.100000,30.000000,1.000001,95.000000,2216.000000,2011477.375000,38306.125000,52000430.875000,47663.625000,53849.625000,0.000041,2011842.088572,0.019044,0.006196,0.006196,2823.551726,2824.826792,347.572894,1.850475,349.423369,0.123616,17.511000,15.659651,0.996994,0.060924,0.000204,0.377866,0.000076,12088.165953,40.438315,0.062978,0.000013,0.034640,0.099236,6872.971206,0.016539,415980.201471,18642.441209,0.044816,2967.034319,66205.252847,66271.704348,154066.741286,6904.607855,416397.728897,154221.381073, 
0.363642,31.212500,30.000000,1.000001,95.000000,2216.000000,2011321.875000,38335.375000,52001588.625000,47664.875000,53845.625000,0.000041,2011687.173949,0.019060,0.006212,0.006212,2823.769160,2825.044146,347.770196,1.850475,349.620671,0.123677,17.557597,15.706233,0.996994,0.060827,0.000301,0.377902,0.000112,12068.808996,59.795273,0.062984,0.000019,0.034657,0.099229,6876.323275,0.016538,416215.084192,18697.896808,0.044924,2975.860345,66242.635563,66309.445113,154153.734886,6925.146966,416634.861304,154309.207890, 
0.488638,31.400000,30.000000,1.000001,95.000000,2216.000000,2011493.125000,38433.625000,52002550.625000,47666.875000,53849.500000,0.000041,2011860.267378,0.019107,0.006259,0.006259,2823.526212,2824.800142,347.509527,1.850475,349.360002,0.123595,17.689491,15.838115,0.996994,0.060746,0.000382,0.377932,0.000142,12052.724428,75.879840,0.062989,0.000024,0.034634,0.099237,6871.789591,0.016540,415904.764098,18854.898556,0.045335,3000.847930,66193.246626,66261.232913,154038.801518,6983.295762,416331.934878,154197.012918, 
0.626298,31.500000,30.000000,1.000001,95.000000,2216.000000,2011398.750000,38328.500000,52003379.750000,47673.750000,53849.750000,0.000041,2011763.903994,0.019056,0.006208,0.006208,2823.661459,2824.936419,347.631439,1.850475,349.481914,0.123632,17.545212,15.693825,0.996994,0.060676,0.000452,0.377958,0.000168,12038.861198,89.743070,0.062993,0.000028,0.034644,0.099232,6873.856155,0.016539,416049.897148,18683.125050,0.044906,2973.509349,66216.345250,66283.075789,154092.554499,6919.675944,416469.177826,154247.843639, 
0.746297,31.587500,30.000000,1.000001,95.000000,2216.000000,2011422.625000,38320.625000,52004460.625000,47672.625000,53851.125000,0.000041,2011787.624642,0.019052,0.006204,0.006204,2823.628166,2824.903167,347.579457,1.850475,349.429932,0.123615,17.533305,15.681904,0.996994,0.060585,0.000543,0.377992,0.000202,12020.788178,107.816090,0.062999,0.000034,0.034639,0.099233,6872.914594,0.016539,415988.014557,18668.933186,0.044879,2971.250645,66206.496337,66273.135490,154069.635021,6914.419699,416406.721033,154224.711494, 
0.883454,31.600000,30.000000,1.000001,95.000000,2216.000000,2011299.375000,38268.375000,52005274.875000,47669.125000,53852.250000,0.000041,2011663.402361,0.019027,0.006179,0.006179,2823.802528,2825.078124,347.740303,1.850475,349.590777,0.123665,17.464289,15.612877,0.996994,0.060516,0.000612,0.378018,0.000228,12007.172987,121.431281,0.063003,0.000038,0.034653,0.099227,6875.652690,0.016538,416179.496901,18586.758425,0.044660,2958.172136,66236.971675,66302.995400,154140.554408,6883.984602,416594.336530,154294.198715, 
1.004451,31.700000,30.000000,1.000001,95.000000,2216.000000,2011315.625000,38404.625000,52005839.375000,47675.125000,53854.875000,0.000041,2011682.245930,0.019094,0.006247,0.006246,2823.776077,2825.050462,347.702855,1.850475,349.553330,0.123652,17.655085,15.803666,0.996994,0.060469,0.000660,0.378035,0.000246,11997.733732,130.870537,0.063006,0.000041,0.034650,0.099228,6874.983461,0.016538,416134.916708,18813.888235,0.045211,2994.320939,66229.876522,66297.530135,154124.043225,6968.106754,416559.997232,154281.480456, 
1.125108,31.700000,30.603288,1.000001,95.000000,2216.000000,2011247.625000,38441.625000,52006826.125000,47674.625000,53853.250000,0.000041,2011614.965047,0.019113,0.006266,0.006265,2823.870522,2825.144657,347.779944,1.850475,349.630419,0.123676,17.709479,15.858047,0.996994,0.060385,0.000743,0.378066,0.000277,11981.233513,147.370755,0.063011,0.000046,0.034656,0.099225,6876.270513,0.016537,416226.689129,18878.627161,0.045357,3004.624451,66244.482545,66312.587310,154158.033011,6992.084134,416654.604327,154316.520121, 
