Time,Sample Temperature,Program Temperature,Frequency,Raw Dynamic Force,Raw Static Force,In-Phase Angle,Out-Of-Phase Angle,Zero Displacement,Min Displacement,Max Displacement,Spring Stiffness,C*,Measured Tan Delta,Corrected Total Tan Delta,Corrected Total Delta,Stiffness*,Total Stiffness',Stiffness Less Spring,Inertia,Sample Stiffness',Ratio of Sample to Total Stiffness,Total Stiffness'',Sample Stiffness'',Total Applied Static Force,Static Force,Static Force Corrected,Static Displacement,Static Displacement Corrected,Static Stress,Static Stress Corrected,Static Strain,Static Strain Corrected,Dynamic Force,Displacement Amplitude,Dynamic Stress,Dynamic Strain,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage Viscosity,Complex Viscosity,Shear Storage Modulus,Shear Loss Modulus,Complex Modulus,Shear Complex Modulus, 
0.000000,77.137500,75.000000,1.000001,0.000000,2047.000000,-690.750000,-16.500000,40398892.000000,39431.750000,39476.375000,0.000042,690.947040,0.023887,0.011037,0.011037,0.000000,0.000000,-2502.939918,1.850475,-2501.089443,-1351.593355,0.000000,-1.870545,0.000000,0.034745,0.000000,0.013882,0.000000,7193.564252,0.000000,0.002314,0.000000,-0.000000,0.000034,-0.000000,0.000006,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.062158,77.075000,75.000000,1.000001,0.000000,2050.000000,-785.250000,63.500000,40600465.500000,39614.250000,39685.125000,0.000042,787.813311,-0.080866,-0.093810,-0.093536,0.000000,0.000000,-2498.590052,1.850475,-2496.739578,-1349.242679,-0.000000,-1.867295,0.017698,0.032788,0.001957,0.020206,0.006324,6788.365851,405.198401,0.003368,0.001054,-0.000000,0.000039,-0.000000,0.000006,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.141159,76.987500,75.000000,1.000001,0.000000,2060.000000,-1617.125000,-1308.375000,41387195.375000,40128.125000,40748.500000,0.000042,2080.129421,0.809075,0.788038,0.667404,0.000000,0.000000,-2482.809275,1.850475,-2480.958800,-1340.714718,0.000000,-1.855501,0.076692,0.034758,0.000013,0.044888,0.031007,7196.198578,2.634326,0.007481,0.005168,-0.000000,0.000081,-0.000000,0.000013,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.202322,76.862500,75.000000,1.000001,0.000000,2074.000000,-1482.250000,-1463.000000,42313616.750000,40930.500000,41754.125000,0.000041,2082.650730,0.987013,0.961970,0.766017,0.000000,0.000000,-2466.757660,1.850475,-2464.907185,-1332.040396,0.000000,-1.843505,0.159283,0.023143,0.011602,0.073954,0.060072,4791.522820,2402.041432,0.012326,0.010012,-0.000000,0.000074,-0.000000,0.000012,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.264987,76.800000,75.000000,1.000001,0.000000,2084.000000,-262.125000,-85.875000,43100792.125000,41835.875000,42346.500000,0.000041,275.833340,0.327611,0.313446,0.303746,0.000000,0.000000,-2455.356780,1.850475,-2453.506305,-1325.879339,0.000000,-1.834985,0.218277,0.023945,0.010800,0.098650,0.084769,4957.625022,2235.939230,0.016442,0.014128,-0.000000,0.000013,-0.000000,0.000002,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.326146,76.700000,75.000000,1.000001,0.000000,2094.000000,70.375000,-229.875000,43844875.625000,42475.375000,43087.875000,0.000041,240.406232,-3.266430,-3.422905,-1.286557,0.000000,0.000000,-2446.529858,1.850475,-2444.679384,-1321.109254,-0.000000,-1.828388,0.277270,0.021194,0.013551,0.121995,0.108114,4388.067764,2805.496488,0.020333,0.018019,-0.000000,0.000003,-0.000000,0.000001,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.389143,76.600000,75.000000,1.000001,0.000000,2105.000000,-715.500000,-58.250000,44650805.750000,43296.750000,43869.750000,0.000041,717.867197,0.081412,0.068494,0.068387,0.000000,0.000000,-2439.154776,1.850475,-2437.304301,-1317.123746,0.000000,-1.822876,0.342164,0.017076,0.017669,0.147280,0.133399,3535.354997,3658.209255,0.024547,0.022233,-0.000000,0.000035,-0.000000,0.000006,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.467646,76.500000,75.000000,1.000001,0.000000,2116.000000,-513.375000,-478.625000,45459391.375000,44092.000000,44741.875000,0.000041,701.880176,0.932311,0.908583,0.737537,0.000000,0.000000,-2434.074597,1.850475,-2432.224123,-1314.378408,0.000000,-1.819080,0.407057,0.013183,0.021562,0.172649,0.158767,2729.402498,4464.161754,0.028775,0.026461,-0.000000,0.000026,-0.000000,0.000004,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.531474,76.425000,75.000000,1.000001,0.000000,2129.000000,-765.500000,85.750000,46388023.750000,44982.625000,45617.500000,0.000041,770.287811,-0.112018,-0.125044,-0.124399,0.000000,0.000000,-2431.131437,1.850475,-2429.280962,-1312.787919,-0.000000,-1.816880,0.483748,0.006813,0.027932,0.201783,0.187902,1410.632315,5782.931937,0.033631,0.031317,-0.000000,0.000038,-0.000000,0.000006,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.592972,76.312500,75.000000,1.000001,0.000000,2140.000000,-771.250000,80.000000,47198624.750000,45722.875000,46382.250000,0.000041,775.388008,-0.103728,-0.116729,-0.116204,0.000000,0.000000,-2431.091545,1.850475,-2429.241070,-1312.766361,-0.000000,-1.816850,0.548642,0.003739,0.031006,0.227215,0.213333,774.079984,6419.484268,0.037869,0.035556,-0.000000,0.000038,-0.000000,0.000006,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.655303,76.300000,75.000000,1.000001,0.000000,2150.000000,-502.250000,-460.250000,47924346.750000,46534.625000,47030.375000,0.000041,681.237936,0.916376,0.893018,0.728944,0.000000,0.000000,-2433.043218,1.850475,-2431.192743,-1313.821049,0.000000,-1.818309,0.607635,0.000586,0.034159,0.249984,0.236102,121.248458,7072.315794,0.041664,0.039350,-0.000000,0.000025,-0.000000,0.000004,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.733795,76.175000,75.000000,1.000001,0.000000,2161.000000,466.000000,-803.500000,48699537.250000,47269.750000,47893.625000,0.000041,928.853191,-1.724249,-1.776443,-1.058086,0.000000,0.000000,-2437.175278,1.850475,-2435.324803,-1316.054022,-0.000000,-1.821397,0.672528,0.004001,0.030744,0.274304,0.260423,828.324845,6365.239407,0.045717,0.043404,-0.000000,0.000022,-0.000000,0.000004,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.797792,76.100000,75.000000,1.000001,0.000000,2174.000000,-1904.000000,669.500000,49598561.500000,48129.625000,48757.750000,0.000041,2018.278041,-0.351628,-0.366128,-0.350970,0.000000,0.000000,-2444.562079,1.850475,-2442.711604,-1320.045863,-0.000000,-1.826917,0.749220,0.009716,0.025029,0.302510,0.288628,2011.512880,5182.051372,0.050418,0.048105,-0.000000,0.000094,-0.000000,0.000016,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.858957,76.012500,75.000000,1.000001,0.000000,2185.000000,-1981.625000,-1112.125000,50386926.125000,48853.000000,49473.000000,0.000041,2272.368732,0.561219,0.544447,0.498570,0.000000,0.000000,-2453.268229,1.850475,-2451.417754,-1324.750683,0.000000,-1.833424,0.814113,0.011296,0.023449,0.327244,0.313362,2338.698641,4854.865611,0.054541,0.052227,-0.000000,0.000098,-0.000000,0.000016,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.940457,75.900000,75.000000,1.000001,0.000000,2195.000000,-527.125000,1130.875000,51089075.125000,49717.125000,50113.375000,0.000041,1247.693484,-2.145364,-2.219376,-1.147463,0.000000,0.000000,-2462.714978,1.850475,-2460.864503,-1329.855723,-0.000000,-1.840484,0.873107,0.012947,0.021798,0.349273,0.335391,2680.522313,4513.041939,0.058212,0.055899,-0.000000,0.000025,-0.000000,0.000004,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
1.001783,75.812500,75.000000,1.000001,0.000000,2209.000000,-549.750000,991.250000,52017258.750000,50438.875000,51196.375000,0.000041,1133.490902,-1.803092,-1.858998,-1.077272,0.000000,0.000000,-2477.545744,1.850475,-2475.695269,-1337.870296,-0.000000,-1.851567,0.955698,0.018210,0.016534,0.378394,0.364512,3770.279182,3423.285070,0.063066,0.060752,-0.000000,0.000026,-0.000000,0.000004,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
