Time,Sample Temperature,Program Temperature,Frequency,Raw Dynamic Force,Raw Static Force,In-Phase Angle,Out-Of-Phase Angle,Zero Displacement,Min Displacement,Max Displacement,Spring Stiffness,C*,Measured Tan Delta,Corrected Total Tan Delta,Corrected Total Delta,Stiffness*,Total Stiffness',Stiffness Less Spring,Inertia,Sample Stiffness',Ratio of Sample to Total Stiffness,Total Stiffness'',Sample Stiffness'',Total Applied Static Force,Static Force,Static Force Corrected,Static Displacement,Static Displacement Corrected,Static Stress,Static Stress Corrected,Static Strain,Static Strain Corrected,Dynamic Force,Displacement Amplitude,Dynamic Stress,Dynamic Strain,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage Viscosity,Complex Viscosity,Shear Storage Modulus,Shear Loss Modulus,Complex Modulus,Shear Complex Modulus, 
0.000000,76.350000,75.000000,1.000001,0.000000,2047.000000,-632.875000,-145.875000,39564010.125000,38618.125000,38654.875000,0.000042,649.469230,0.230496,0.217007,0.213694,0.000000,0.000000,-2522.236612,1.850475,-2520.386137,-1362.021324,0.000000,-1.884967,0.000000,0.031053,0.000000,0.012312,0.000000,7138.658310,0.000000,0.002052,0.000000,-0.000000,0.000031,-0.000000,0.000005,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.079822,76.262500,75.000000,1.000001,0.000000,2050.000000,-1155.875000,18.375000,39764708.875000,38759.625000,38911.125000,0.000042,1156.021045,-0.015897,-0.028749,-0.028741,0.000000,0.000000,-2517.413169,1.850475,-2515.562695,-1359.414727,-0.000000,-1.881362,0.017698,0.032841,0.001787,0.006015,0.006297,7549.552258,410.893948,0.001003,0.001049,-0.000000,0.000057,-0.000000,0.000010,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.142486,76.200000,75.000000,1.000001,0.000000,2063.000000,-1284.000000,-2436.250000,40657747.000000,39321.625000,40039.625000,0.000042,2753.900881,1.897391,1.839703,1.072906,0.000000,0.000000,-2497.376422,1.850475,-2495.525948,-1348.586832,0.000000,-1.866388,0.094390,0.039440,0.008387,0.022003,0.009691,9066.761914,1928.103604,0.003667,0.001615,-0.000000,0.000065,-0.000000,0.000011,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.206652,76.100000,75.000000,1.000001,0.000000,2074.000000,-1798.250000,-1255.000000,41510809.750000,40208.875000,40845.750000,0.000041,2192.881224,0.697901,0.678967,0.596470,0.000000,0.000000,-2480.506687,1.850475,-2478.656212,-1339.470395,0.000000,-1.853780,0.159283,0.038317,0.007264,0.048767,0.036455,8808.481299,1669.822989,0.008128,0.006076,-0.000000,0.000090,-0.000000,0.000015,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.272316,76.000000,75.000000,1.000001,0.000000,2085.000000,449.750000,-429.500000,42340244.750000,41047.750000,41570.375000,0.000041,621.888505,-0.954975,-0.979842,-0.775217,0.000000,0.000000,-2466.337946,1.850475,-2464.487472,-1331.813582,-0.000000,-1.843191,0.224176,0.039721,0.008667,0.074789,0.062477,9131.181147,1992.522837,0.012465,0.010413,-0.000000,0.000022,-0.000000,0.000004,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.334978,75.962500,75.000000,1.000001,0.000000,2096.000000,-437.625000,770.875000,43166366.125000,41861.750000,42470.875000,0.000041,886.433250,-1.761497,-1.815423,-1.067312,0.000000,0.000000,-2454.502041,1.850475,-2452.651566,-1325.417437,-0.000000,-1.834346,0.289069,0.041882,0.010829,0.100708,0.088396,9627.997675,2489.339364,0.016785,0.014733,-0.000000,0.000021,-0.000000,0.000004,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.398808,75.850000,75.000000,1.000001,0.000000,2106.000000,221.125000,-284.875000,43920212.375000,42533.375000,43170.625000,0.000041,360.624502,-1.288298,-1.323041,-0.923571,0.000000,0.000000,-2445.743529,1.850475,-2443.893054,-1320.684321,-0.000000,-1.827800,0.348063,0.043913,0.012860,0.124359,0.112047,10095.002504,2956.344193,0.020726,0.018675,-0.000000,0.000011,-0.000000,0.000002,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.461645,75.800000,75.000000,1.000001,0.000000,2117.000000,-826.250000,133.000000,44724977.500000,43417.875000,43945.875000,0.000041,836.885932,-0.160968,-0.174175,-0.172445,0.000000,0.000000,-2438.591573,1.850475,-2436.741098,-1316.819390,-0.000000,-1.822455,0.412956,0.048125,0.017072,0.149607,0.137296,11063.199964,3924.541654,0.024935,0.022883,-0.000000,0.000041,-0.000000,0.000007,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.526140,75.725000,75.000000,1.000001,0.000000,2128.000000,-514.625000,-616.625000,45535703.875000,44153.875000,44763.875000,0.000041,803.159562,1.198203,1.167388,0.862475,0.000000,0.000000,-2433.715970,1.850475,-2431.865495,-1314.184606,0.000000,-1.818812,0.477849,0.051845,0.020791,0.175043,0.162731,11918.282149,4779.623838,0.029174,0.027122,-0.000000,0.000026,-0.000000,0.000004,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.588971,75.550000,75.000000,1.000001,0.000000,2139.000000,-697.000000,19.000000,46338531.000000,44968.875000,45468.625000,0.000041,697.258919,-0.027260,-0.040120,-0.040098,0.000000,0.000000,-2431.210162,1.850475,-2429.359687,-1312.830462,-0.000000,-1.816939,0.542742,0.055940,0.024886,0.200231,0.187919,12859.676951,5721.018640,0.033372,0.031320,-0.000000,0.000034,-0.000000,0.000006,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.652468,75.500000,75.000000,1.000001,0.000000,2149.000000,-1077.000000,522.250000,47071891.250000,45710.500000,46237.000000,0.000041,1196.943634,-0.484912,-0.500878,-0.464350,0.000000,0.000000,-2430.942757,1.850475,-2429.092282,-1312.685956,-0.000000,-1.816739,0.601736,0.059055,0.028002,0.223239,0.210927,13575.870065,6437.211755,0.037206,0.035155,-0.000000,0.000053,-0.000000,0.000009,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.716466,75.487500,75.000000,1.000001,0.000000,2160.000000,-936.375000,225.125000,47853754.375000,46448.125000,47026.750000,0.000041,963.057322,-0.240422,-0.254053,-0.248789,0.000000,0.000000,-2432.771518,1.850475,-2430.921043,-1313.674222,-0.000000,-1.818106,0.666629,0.063864,0.032811,0.247769,0.235457,14681.375388,7542.717077,0.041295,0.039243,-0.000000,0.000046,-0.000000,0.000008,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.781129,75.400000,75.000000,1.000001,0.000000,2171.000000,-241.375000,-260.375000,48738472.875000,47290.125000,47948.250000,0.000041,355.045112,1.078716,1.051301,0.810402,0.000000,0.000000,-2437.437934,1.850475,-2435.587459,-1316.195962,0.000000,-1.821593,0.731522,0.059945,0.028892,0.275526,0.263214,13780.460510,6641.802200,0.045921,0.043869,-0.000000,0.000012,-0.000000,0.000002,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.842788,75.400000,75.000000,1.000001,0.000000,2182.000000,422.625000,-596.875000,49424354.875000,47962.250000,48557.500000,0.000041,731.349203,-1.412304,-1.451484,-0.967525,0.000000,0.000000,-2442.916519,1.850475,-2441.066044,-1319.156599,-0.000000,-1.825688,0.796415,0.070760,0.039707,0.297045,0.284733,16266.709179,9128.050869,0.049507,0.047455,-0.000000,0.000020,-0.000000,0.000003,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.905289,75.400000,75.000000,1.000001,0.000000,2192.000000,-1697.875000,489.375000,50138083.625000,48713.875000,49146.375000,0.000041,1766.993890,-0.288228,-0.302193,-0.293468,0.000000,0.000000,-2450.299697,1.850475,-2448.449222,-1323.146482,-0.000000,-1.831205,0.855409,0.072693,0.041640,0.319437,0.307125,16710.978027,9572.319716,0.053239,0.051188,-0.000000,0.000083,-0.000000,0.000014,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
