Time,Sample Temperature,Program Temperature,Frequency,Raw Dynamic Force,Raw Static Force,In-Phase Angle,Out-Of-Phase Angle,Zero Displacement,Min Displacement,Max Displacement,Spring Stiffness,C*,Measured Tan Delta,Corrected Total Tan Delta,Corrected Total Delta,Stiffness*,Total Stiffness',Stiffness Less Spring,Inertia,Sample Stiffness',Ratio of Sample to Total Stiffness,Total Stiffness'',Sample Stiffness'',Total Applied Static Force,Static Force,Static Force Corrected,Static Displacement,Static Displacement Corrected,Static Stress,Static Stress Corrected,Static Strain,Static Strain Corrected,Dynamic Force,Displacement Amplitude,Dynamic Stress,Dynamic Strain,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage Viscosity,Complex Viscosity,Shear Storage Modulus,Shear Loss Modulus,Complex Modulus,Shear Complex Modulus, 
0.000000,24.000000,22.000000,1.000001,0.000000,2047.000000,-674.125000,-27.375000,40956229.125000,39979.750000,40014.625000,0.000042,674.680596,0.040608,0.027748,0.027740,0.000000,0.000000,-2491.662849,1.850475,-2489.812374,-1345.499206,0.000000,-1.862118,0.000000,0.076426,0.000000,0.030673,0.000000,13361.249690,0.000000,0.005112,0.000000,-0.000000,0.000033,-0.000000,0.000006,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.079822,24.000000,22.000000,1.000001,0.000000,2050.000000,-642.625000,-18.125000,41156355.375000,40165.250000,40227.000000,0.000042,642.880554,0.028205,0.015353,0.015352,0.000000,0.000000,-2487.672868,1.850475,-2485.822393,-1343.343013,0.000000,-1.859136,0.017698,0.074225,0.002201,0.036952,0.006279,12976.441097,384.808593,0.006159,0.001046,-0.000000,0.000032,-0.000000,0.000005,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.159323,24.000000,22.000000,1.000001,0.000000,2063.000000,-876.000000,-149.500000,42049873.750000,40900.000000,41316.125000,0.000041,888.665432,0.170662,0.157471,0.156188,0.000000,0.000000,-2471.411835,1.850475,-2469.561360,-1334.555521,0.000000,-1.846983,0.094390,0.066214,0.010213,0.064985,0.034312,11575.830473,1785.419217,0.010831,0.005719,-0.000000,0.000043,-0.000000,0.000007,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.220987,24.000000,22.000000,1.000001,0.000000,2077.000000,-780.250000,-93.500000,43096601.250000,41783.125000,42471.000000,0.000041,785.832242,0.119833,0.106823,0.106419,0.000000,0.000000,-2455.704130,1.850475,-2453.853655,-1326.067048,0.000000,-1.835244,0.176981,0.063247,0.013180,0.097824,0.067152,11057.100759,2304.148931,0.016304,0.011192,-0.000000,0.000039,-0.000000,0.000006,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.284482,23.975000,22.000000,1.000001,0.000000,2087.000000,-66.625000,-412.375000,43879810.875000,42635.750000,42979.125000,0.000041,417.722433,6.189493,5.721706,1.397771,0.000000,0.000000,-2446.394896,1.850475,-2444.544421,-1321.036321,0.000000,-1.828287,0.235975,0.063456,0.012971,0.122397,0.091724,11093.644701,2267.604988,0.020399,0.015287,-0.000000,0.000004,-0.000000,0.000001,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.346144,23.900000,22.000000,1.000001,0.000000,2098.000000,-1449.250000,653.500000,44689960.250000,43313.250000,43864.250000,0.000041,1589.776026,-0.450923,-0.466471,-0.436467,0.000000,0.000000,-2439.023844,1.850475,-2437.173369,-1317.052990,-0.000000,-1.822778,0.300868,0.059654,0.016772,0.147814,0.117141,10429.043658,2932.206032,0.024636,0.019524,-0.000000,0.000071,-0.000000,0.000012,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.410474,23.900000,22.000000,1.000001,0.000000,2108.000000,143.500000,-765.500000,45527655.250000,44248.000000,44714.500000,0.000041,778.834064,-5.334495,-5.740743,-1.398333,0.000000,0.000000,-2433.855338,1.850475,-2432.004864,-1314.259920,-0.000000,-1.818916,0.359862,0.063862,0.012564,0.174096,0.143423,11164.718511,2196.531178,0.029016,0.023904,-0.000000,0.000007,-0.000000,0.000001,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.490305,23.900000,22.000000,1.000001,0.000000,2119.000000,17.500000,-706.500000,46239981.250000,44909.000000,45368.000000,0.000041,706.716704,-40.371429,-83.892713,-1.558877,0.000000,0.000000,-2431.439009,1.850475,-2429.588534,-1312.954132,-0.000000,-1.817110,0.424755,0.052887,0.023539,0.196444,0.165771,9245.996818,4115.252872,0.032741,0.027629,-0.000000,0.000000,-0.000000,0.000000,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.551640,23.900000,22.000000,1.000001,0.000000,2133.000000,-774.375000,-62.625000,47250130.625000,45987.500000,46215.375000,0.000041,776.903167,0.080872,0.067955,0.067851,0.000000,0.000000,-2431.134198,1.850475,-2429.283723,-1312.789411,0.000000,-1.816882,0.507346,0.047284,0.029142,0.228136,0.197463,8266.437397,5094.812293,0.038023,0.032911,-0.000000,0.000038,-0.000000,0.000006,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.630132,23.900000,22.000000,1.000001,0.000000,2143.000000,-1301.625000,-162.625000,48016290.375000,46586.000000,47094.125000,0.000041,1311.744842,0.124940,0.111914,0.111450,0.000000,0.000000,-2433.329146,1.850475,-2431.478672,-1313.975565,0.000000,-1.818522,0.566340,0.047282,0.029145,0.252174,0.221501,8266.045797,5095.203892,0.042029,0.036917,-0.000000,0.000064,-0.000000,0.000011,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
