Time,Sample Temperature,Program Temperature,Frequency,Raw Dynamic Force,Raw Static Force,In-Phase Angle,Out-Of-Phase Angle,Zero Displacement,Min Displacement,Max Displacement,Spring Stiffness,C*,Measured Tan Delta,Corrected Total Tan Delta,Corrected Total Delta,Stiffness*,Total Stiffness',Stiffness Less Spring,Inertia,Sample Stiffness',Ratio of Sample to Total Stiffness,Total Stiffness'',Sample Stiffness'',Total Applied Static Force,Static Force,Static Force Corrected,Static Displacement,Static Displacement Corrected,Static Stress,Static Stress Corrected,Static Strain,Static Strain Corrected,Dynamic Force,Displacement Amplitude,Dynamic Stress,Dynamic Strain,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage Viscosity,Complex Viscosity,Shear Storage Modulus,Shear Loss Modulus,Complex Modulus,Shear Complex Modulus, 
0.000000,33.200000,30.000000,1.000001,99.000000,2216.000000,2021473.750000,48909.500000,52929015.750000,48565.125000,54772.625000,0.000042,2022065.345415,0.024195,0.011345,0.011345,2927.561591,2928.801966,434.229074,1.850475,436.079548,0.148799,33.244159,31.379867,0.996994,0.018295,0.000522,0.406999,0.000190,4157.915541,118.636802,0.067833,0.000032,0.043452,0.099734,9875.512789,0.016622,594653.929767,42790.727116,0.071959,6810.350344,94642.037379,94886.754140,220242.196210,15848.417450,596191.531736,220811.678421, 
0.137151,33.387500,30.000000,1.000001,99.000000,2216.000000,2021298.250000,48863.500000,52929549.250000,48567.000000,54772.000000,0.000042,2021888.784549,0.024174,0.011325,0.011324,2927.817240,2929.058534,434.474997,1.850475,436.325472,0.148870,33.186565,31.322265,0.996994,0.018341,0.000568,0.407016,0.000206,4168.389778,129.111038,0.067836,0.000034,0.043473,0.099726,9880.217015,0.016621,594989.279330,42712.179572,0.071786,6797.849124,94695.409878,94939.093131,220366.399752,15819.325767,596520.387582,220933.476882, 
0.259151,33.500000,30.000000,1.000001,99.000000,2216.000000,2021290.750000,48756.000000,52929861.750000,48569.375000,54769.500000,0.000042,2021878.691606,0.024121,0.011272,0.011271,2927.831855,2929.074921,434.485148,1.850475,436.335623,0.148873,33.031229,31.166924,0.996994,0.018368,0.000595,0.407026,0.000216,4174.525180,135.246440,0.067838,0.000036,0.043474,0.099725,9880.391643,0.016621,595003.122192,42500.351296,0.071429,6764.135634,94697.613036,94938.882685,220371.526738,15740.870850,596519.065310,220932.987152, 
0.383641,33.612500,30.000000,1.000001,99.000000,2216.000000,2021119.500000,48800.500000,52930281.000000,48564.125000,54768.875000,0.000042,2021708.565071,0.024145,0.011296,0.011295,2928.078232,2929.320726,434.722587,1.850475,436.573062,0.148942,33.104488,31.240177,0.996994,0.018404,0.000631,0.407039,0.000229,4182.756517,143.477778,0.067840,0.000038,0.043494,0.099717,9884.939210,0.016619,595326.903090,42600.241294,0.071558,6780.033608,94749.144326,94991.416487,220491.445589,15777.867146,596849.145179,221055.238955, 
0.503805,33.700000,30.000000,1.000001,99.000000,2216.000000,2021058.625000,48803.375000,52930725.875000,48571.875000,54769.000000,0.000042,2021647.777210,0.024147,0.011298,0.011297,2928.166275,2929.408778,434.801761,1.850475,436.652236,0.148964,33.111782,31.247464,0.996994,0.018443,0.000670,0.407053,0.000243,4191.491066,152.212327,0.067842,0.000041,0.043500,0.099714,9886.434886,0.016619,595434.867377,42610.177763,0.071561,6781.615045,94766.327362,95008.668574,220531.432362,15781.547320,596957.543329,221095.386418, 
0.624795,33.800000,30.000000,1.000001,99.000000,2216.000000,2020849.500000,48814.250000,52930914.250000,48567.625000,54769.250000,0.000042,2021438.975743,0.024155,0.011306,0.011305,2928.468735,2929.711254,435.100477,1.850475,436.950952,0.149051,33.138290,31.273969,0.996994,0.018459,0.000686,0.407059,0.000249,4195.189599,155.910860,0.067843,0.000042,0.043526,0.099704,9892.177475,0.016617,595842.207274,42646.321590,0.071573,6787.367509,94831.157469,95073.743928,220682.298990,15794.933922,597366.424161,221246.823763, 
0.746792,33.862500,30.000000,1.000001,99.000000,2216.000000,2020891.250000,48771.500000,52930865.250000,48571.000000,54771.250000,0.000042,2021479.681703,0.024134,0.011284,0.011283,2928.409766,2929.652947,435.043149,1.850475,436.893623,0.149034,33.074192,31.209872,0.996994,0.018455,0.000682,0.407057,0.000248,4194.227537,154.948798,0.067843,0.000041,0.043521,0.099706,9891.076334,0.016618,595764.032031,42558.916371,0.071436,6773.456547,94818.715502,95060.341484,220653.345197,15762.561619,597282.214053,221215.634834, 
0.870456,33.975000,30.000000,1.000001,99.000000,2216.000000,2020726.875000,48777.375000,52931441.625000,48572.375000,54769.375000,0.000042,2021315.496319,0.024139,0.011289,0.011288,2928.647631,2929.890869,435.269567,1.850475,437.120042,0.149099,33.091150,31.226821,0.996994,0.018504,0.000732,0.407075,0.000266,4205.544121,166.265382,0.067846,0.000044,0.043540,0.099698,9895.399231,0.016616,596072.784390,42582.029001,0.071438,6777.135034,94867.854927,95109.618114,220767.697922,15771.121852,597591.828495,221330.306850, 
0.991948,34.000000,30.000000,1.000001,99.000000,2216.000000,2020684.625000,48679.125000,52932088.875000,48571.625000,54771.625000,0.000042,2021270.890040,0.024090,0.011241,0.011240,2928.712262,2929.957148,435.322927,1.850475,437.173402,0.149114,32.950912,31.086574,0.996994,0.018560,0.000787,0.407095,0.000286,4218.252482,178.973743,0.067849,0.000048,0.043544,0.099695,9896.383450,0.016616,596145.548122,42390.782412,0.071108,6746.697218,94879.435626,95119.005609,220794.647453,15700.289782,597650.811912,221352.152560, 
1.113446,34.100000,30.607491,1.000001,99.000000,2216.000000,2020410.000000,48713.500000,52932368.500000,48570.625000,54771.125000,0.000042,2020997.172977,0.024111,0.011261,0.011261,2929.108917,2930.353496,435.713693,1.850475,437.564168,0.149227,33.014826,31.150483,0.996994,0.018584,0.000812,0.407104,0.000295,4223.742819,184.464080,0.067851,0.000049,0.043577,0.099682,9903.890407,0.016614,596678.411081,42477.931812,0.071191,6760.567465,94964.243333,95204.583840,220992.004104,15732.567338,598188.516223,221551.302305, 
